mission_id,waypoint_id,x,y,z,is_primary
PRIMARY_DRONE_1,0,215.51910391888615,204.08814576089594,142.3860653470595,True
PRIMARY_DRONE_1,1,404.71543187295606,414.5714412506897,138.85122693045685,True
PRIMARY_DRONE_1,2,588.2285051804263,581.4190017784941,146.62112284837846,True
PRIMARY_DRONE_1,3,706.1095499604735,799.8912649294801,142.3860653470595,True
SIM_DRONE_1,0,727.6155665519685,393.62866340058986,105.92675577385126,False
SIM_DRONE_1,1,779.0403118181365,523.3202850813315,109.49757783045911,False
SIM_DRONE_1,2,853.5369460576729,689.417829816494,102.46450266102754,False
SIM_DRONE_1,3,930.7180054026622,881.0393499444913,105.92675577385126,False
SIM_DRONE_2,0,450.1104176958662,675.0493698325582,82.18436472033515,False
SIM_DRONE_2,1,365.9609664270145,550.4993664560661,77.63510371457582,False
SIM_DRONE_2,2,293.711103719094,450.1223049834376,79.05843706044251,False
SIM_DRONE_2,3,227.18539426012526,355.95592244222547,86.27066171404662,False
SIM_DRONE_2,4,160.20840273812894,250.0379558599831,82.18436472033515,False
SIM_DRONE_3,0,796.4003904151598,286.7220134558061,130.39087871038424,False
SIM_DRONE_3,1,705.411422966892,318.8740724268227,133.42262545124638,False
SIM_DRONE_3,2,598.7577561920411,333.82344956823977,128.07775988218182,False
SIM_DRONE_3,3,481.5799333116767,352.26435992556503,130.39087871038424,False
SIM_DRONE_4,0,418.6969398983642,664.1931925315773,112.8719680199941,False
SIM_DRONE_4,1,359.04884869115097,581.8627635391239,116.35057616020185,False
SIM_DRONE_4,2,316.47892276052403,471.90617936456874,110.5548890468053,False
SIM_DRONE_4,3,265.08641131823833,333.53631062411813,108.44315050924344,False
SIM_DRONE_4,4,178.97056357604913,165.96602793397858,112.8719680199941,False
SIM_DRONE_5,0,700.9068459447427,772.0498566735611,100.30270830540552,False
SIM_DRONE_5,1,739.089385706211,665.755378037984,103.95175414485404,False
SIM_DRONE_5,2,779.8335355375727,553.6923754719786,97.3575310364838,False
SIM_DRONE_5,3,807.9952031061218,428.2467043536804,103.82645311712501,False
SIM_DRONE_5,4,808.4302960791524,281.8042200612247,100.30270830540552,False
